恥	4
疲る	4
男らしい	4
街路	4
とたんに	4
鞄	4
待ちかねる	4
鼻汁	4
泥沼	4
落つく	4
やみ	4
なめる	4
影響	4
理解	4
出せる	4
耕作	4
こい	4
わざわざ	4
問る	4
手拭	4
浸みる	4
鬪	4
やや	4
重ねる	4
かれる	4
爭議	4
傍	4
現われる	4
はなつ	4
どうやら	4
たとえ	4
情熱	4
尾	4
取り出す	4
岡本	4
ひしぐ	4
否定	4
風呂	4
自信	4
本郷	4
勿論	4
脂汗	4
常任	4
瞼	4
瘠せ	4
喫茶店	4
加減	4
接近	4
書き	4
連中	4
とどく	4
温泉	4
てる	4
うつむく	4
おこす	4
書籍	4
白衣	4
地理	4
主任	4
都市	4
切れる	4
境地	4
憎む	4
悟る	4
制限	4
おそろしい	4
組み伏せる	4
支配	4
はく	4
もぐ	4
さいなむ	4
階級	4
案内	4
餘程	4
翅音	4
曾	4
咳	4
積む	4
候補	4
＃	4
つぶやく	4
必ず	4
果てる	4
突	4
食物	4
れい	4
聽席	4
夕飯	4
民衆	4
突端	4
鍬	4
權	4
現す	4
かくす	4
ふくれる	4
上田	4
休む	4
至る	4
だまる	4
及ぶ	4
踏む	4
選る	4
移す	4
命	4
周	4
あな	4
役所	4
満ちる	4
止まる	4
追憶	4
當選	4
つたない	4
却	4
老いる	4
ライ	4
うかべる	4
ひからびる	4
路傍	4
挫ける	4
屈伏	4
ときどき	4
情	4
ぼつ	4
材料	4
しみ	4
よほど	4
ちぎれる	4
支持	4
くらくら	4
ふく	4
かえって	4
没す	4
座敷	4
首筋	4
餓鬼	4
捨てる	4
期待	4
おそらくは	4
玩具	4
座	4
骨ばる	4
好奇	4
上と下	4
姿態	4
丘	4
任務	4
おもう	4
丈	4
監獄	4
人目	4
花園	4
うだる	4
ひきずる	4
匂	4
全貌	4
つまる	4
弱々しい	4
欲しい	4
ものの	4
温かい	4
米	4
用	4
いかに	4
生む	4
入浴	4
時たま	4
食器	4
興じる	4
手帳	4
ふん	4
畏敬	4
指先	4
目ざめる	4
痣	4
欲望	4
痰	4
さぞ	4
食いもの	4
はじる	4
恐ろしく	4
口もと	4
コンクリート	4
氷	4
後姿	4
何しろ	4
口調	4
—	4
握る	4
学者	3
圖	3
歯	3
ッ	3
右手	3
口惜しい	3
そる	3
代表	3
たてる	3
希望	3
選出	3
電気	3
足す	3
柱	3
手段	3
日時	3
方針	3
塗る	3
才能	3
指定	3
孕む	3
波間	3
友達	3
修錬	3
齒車	3
生き方	3
急流	3
無産	3
奥	3
平家蟹	3
切い	3
株	3
母さん	3
品種	3
襤褸	3
議長	3
蹴る	3
ーッ	3
ーツ	3
視る	3
何ごと	3
淺	3
へた	3
たのむ	3
ふっと	3
祝ひ	3
わく	3
襟	3
良吉	3
確定	3
いづ	3
青二才	3
眼ざめる	3
うかぶ	3
騷	3
農家	3
闘い	3
気はい	3
見慣れる	3
タク	3
癒す	3
ひとつ	3
しとる	3
伯母	3
日暮れ	3
薬	3
見送	3
つめたい	3
今さら	3
茶碗	3
傾ける	3
着か	3
オオヤマ	3
勇気	3
能力	3
山下	3
ゆく	3
武田	3
荒れる	3
はげます	3
發狂	3
高木	3
斧	3
陽	3
日常	3
応じる	3
とばす	3
芭蕉	3
らく	3
踏み入れる	3
行う	3
うなずく	3
熱気	3
きしむ	3
發作	3
折る	3
頭脳	3
楽しむ	3
兩者	3
一定	3
にやりと	3
駐在	3
寄合	3
岸	3
論文	3
鉄砲	3
法廷	3
ひそめる	3
見合せる	3
少ない	3
体操	3
遊び	3
もとより	3
植田	3
遂に	3
蛙	3
天候	3
人員	3
真	3
見せつける	3
ロシア	3
ひびき	3
見送る	3
持ち出す	3
左右	3
字	3
乞食	3
終える	3
のど	3
ゑでいつた	3
馬小屋	3
殘飯	3
汗も	3
結	3
嫁ぐ	3
勝つ	3
いぬ	3
やむ	3
支度	3
傷	3
上り	3
壮年	3
米田	3
うれしい	3
足りる	3
代り	3
崩れる	3
健太	3
靴	3
冷害	3
先頭	3
変り果てる	3
單調	3
體操	3
寢床	3
内容	3
納得	3
気がつく	3
白壁	3
じつに	3
遅い	3
夫婦	3
作	3
出版	3
浮き	3
きわめて	3
思い当る	3
残飯	3
背なか	3
ぐつたりと	3
歌舞伎	3
屠る	3
辯士	3
えつ	3
工事	3
表	3
ひらき	3
絶滅	3
東北	3
するどい	3
叔父	3
好意	3
だま	3
かくし	3
暮れる	3
狂う	3
坂口	3
ぞう	3
當座	3
からこ	3
流す	3
発作	3
続ける	3
ネコ	3
経る	3
神経	3
報道	3
卷	3
おそれる	3
のぞきこむ	3
襟首	3
門	3
湯ぶね	3
堆肥	3
猟師	3
ふた	3
ひた押し	3
畦	3
告げる	3
兩眼	3
畑	3
見込み	3
順	3
追求	3
違る	3
び	3
中	3
からむ	3
垢	3
火箸	3
對象	3
繰る	3
幅	3
のり出す	3
成	3
出会う	3
佩劍	3
兩方	3
穫る	3
なお	3
なか	3
甥	3
平	3
耐	3
沈默	3
両方	3
ふむ	3
欝	3
もたらす	3
永井	3
茶の間	3
望める	3
むしばむ	3
鳴らす	3
浅ましい	3
恥づ	3
幸	3
歌	2
訊問	2
不貞腐れる	2
絶望	2
おのずから	2
出生	2
追及	2
莚	2
なんとなく	2
劇	2
口ごもる	2
しまる	2
むす	2
濃い	2
何かと	2
現象	2
刺す	2
気位	2
ぜんこ	2
虎	2
添	2
糸	2
柳	2
